Vendor ID,Vendor Name,Vendor Category,Invoice Number,Invoice Date,Invoice Amount,Due Date,Payment Date,Payment Status,Payment Method,Days Overdue
VEN436,Olson-Riley,Logistics,INV-2023-436,09-12-2024,147303.49,08-01-2025,,Overdue,Cheque,64
VEN437,Lane Ltd,Packaging,INV-2023-437,23-12-2024,185251.26,22-01-2025,,Pending,UPI,0
VEN438,Mcdaniel-Davis,Restaurant Partners,INV-2023-438,07-09-2024,64641.08,07-10-2024,17-10-2024,Paid,Cheque,0
VEN439,Wilkerson Inc,Logistics,INV-2023-439,08-07-2024,126419.99,07-08-2024,,Overdue,Cheque,218
VEN440,Grimes PLC,Logistics,INV-2023-440,08-12-2024,159950.96,07-01-2025,07-01-2025,Paid,Cheque,0
VEN441,Hunter PLC,Packaging,INV-2023-441,04-07-2024,23664.22,03-08-2024,,Pending,Cheque,0
VEN442,"Jimenez, Allen and Cole",Marketing,INV-2023-442,17-04-2024,74905,17-05-2024,,Overdue,Cheque,300
VEN443,Miller-Howard,Logistics,INV-2023-443,18-04-2024,171375.72,18-05-2024,16-05-2024,Paid,Cheque,0
VEN444,"Pace, Young and Brown",Restaurant Partners,INV-2023-444,23-09-2024,102353.19,23-10-2024,,Pending,UPI,0
VEN445,Smith-Moore,Marketing,INV-2023-445,29-03-2024,196067.96,28-04-2024,,Overdue,Cheque,319
VEN446,Johnson LLC,Packaging,INV-2023-446,17-07-2024,138019.36,16-08-2024,,Overdue,Bank Transfer,209
VEN447,Gamble-Michael,Marketing,INV-2023-447,10-03-2025,197976.59,09-04-2025,,Pending,Cheque,0
VEN448,Roberts-Allen,Marketing,INV-2023-448,31-10-2024,97902.16,30-11-2024,,Pending,Cheque,0
VEN449,"Short, Meadows and Henry",Marketing,INV-2023-449,04-05-2024,123387.46,03-06-2024,13-06-2024,Paid,Cheque,0
VEN450,Boyer-Davis,Packaging,INV-2023-450,11-06-2024,175026.33,11-07-2024,,Overdue,Cheque,245
VEN451,Simmons-Andrews,Logistics,INV-2023-451,01-07-2024,136734.96,31-07-2024,29-07-2024,Paid,Bank Transfer,0
VEN452,Martinez-Hunt,Logistics,INV-2023-452,16-01-2025,96916.5,15-02-2025,10-02-2025,Paid,Bank Transfer,0
VEN453,Williams LLC,Logistics,INV-2023-453,16-03-2024,134385.42,15-04-2024,,Pending,Cheque,0
VEN454,Long Ltd,Marketing,INV-2023-454,12-07-2024,50920.33,11-08-2024,,Pending,Cheque,0
VEN455,Wilson Inc,Restaurant Partners,INV-2023-455,21-10-2024,198731.67,20-11-2024,18-11-2024,Paid,Bank Transfer,0
VEN456,Golden-Stevenson,Marketing,INV-2023-456,30-08-2024,65315.98,29-09-2024,,Pending,Cheque,0
VEN457,"Bennett, Wade and Hunter",Restaurant Partners,INV-2023-457,31-01-2025,179386.88,02-03-2025,25-02-2025,Paid,UPI,0
VEN458,"Bryant, Waller and Nash",Marketing,INV-2023-458,14-10-2024,27647.61,13-11-2024,23-11-2024,Paid,Cheque,0
VEN459,Riley Group,Logistics,INV-2023-459,16-10-2024,181232.94,15-11-2024,13-11-2024,Paid,UPI,0
VEN460,Poole-Brock,Restaurant Partners,INV-2023-460,28-05-2024,93213.16,27-06-2024,,Overdue,Bank Transfer,259
VEN461,Woods Inc,Logistics,INV-2023-461,03-05-2024,198776.2,02-06-2024,,Pending,UPI,0
VEN462,Mitchell and Sons,Marketing,INV-2023-462,20-07-2024,153576.08,19-08-2024,,Pending,UPI,0
VEN463,"Rangel, Davis and Maxwell",Packaging,INV-2023-463,23-06-2024,117719.3,23-07-2024,18-07-2024,Paid,Bank Transfer,0
VEN464,"Peterson, Dunn and Jones",Packaging,INV-2023-464,22-07-2024,48650.35,21-08-2024,,Overdue,Cheque,204
VEN465,Ortiz and Sons,Marketing,INV-2023-465,22-03-2024,99098.62,21-04-2024,,Pending,Cheque,0
VEN466,Oliver Group,Packaging,INV-2023-466,19-11-2024,38109.18,19-12-2024,,Pending,UPI,0
VEN467,Johnson PLC,Logistics,INV-2023-467,19-06-2024,144891.96,19-07-2024,,Pending,UPI,0
VEN468,Figueroa Group,Packaging,INV-2023-468,02-11-2024,184132.85,02-12-2024,30-11-2024,Paid,UPI,0
VEN469,Harris-Chen,Restaurant Partners,INV-2023-469,11-10-2024,82963.61,10-11-2024,,Pending,Bank Transfer,0
VEN470,"Weaver, Aguilar and Wright",Logistics,INV-2023-470,09-04-2024,197678.76,09-05-2024,07-05-2024,Paid,Bank Transfer,0
VEN471,Rodriguez and Sons,Marketing,INV-2023-471,04-03-2025,91439.22,03-04-2025,,Overdue,UPI,-21
VEN472,"Coleman, Gonzalez and Smith",Logistics,INV-2023-472,24-06-2024,168402.98,24-07-2024,29-07-2024,Paid,Bank Transfer,0
VEN473,Floyd Inc,Packaging,INV-2023-473,28-02-2025,20018.62,30-03-2025,,Overdue,UPI,-17
VEN474,"Smith, Hill and Holmes",Packaging,INV-2023-474,27-06-2024,95440.7,27-07-2024,,Overdue,UPI,229
VEN475,"Turner, Sexton and Nguyen",Marketing,INV-2023-475,09-03-2025,160182.83,08-04-2025,03-04-2025,Paid,Bank Transfer,0
VEN476,"Hernandez, Yang and Simon",Restaurant Partners,INV-2023-476,05-09-2024,117598,05-10-2024,,Pending,Cheque,0
VEN477,Williams Group,Marketing,INV-2023-477,25-12-2024,30973.5,24-01-2025,22-01-2025,Paid,Cheque,0
VEN478,Schneider LLC,Marketing,INV-2023-478,30-06-2024,151585.01,30-07-2024,,Pending,Cheque,0
VEN479,Lopez Group,Marketing,INV-2023-479,14-05-2024,139900.01,13-06-2024,,Overdue,Cheque,273
VEN480,"Collins, Roman and Francis",Restaurant Partners,INV-2023-480,02-10-2024,46401.99,01-11-2024,01-11-2024,Paid,Cheque,0
VEN481,"Anthony, Clayton and Garcia",Logistics,INV-2023-481,05-04-2024,70085.3,05-05-2024,,Pending,Bank Transfer,0
VEN482,"Cox, Reyes and Cannon",Restaurant Partners,INV-2023-482,08-01-2025,100640.68,07-02-2025,,Pending,Bank Transfer,0
VEN483,Valenzuela PLC,Logistics,INV-2023-483,01-09-2024,136409.68,01-10-2024,,Overdue,UPI,163
VEN484,Galvan Group,Restaurant Partners,INV-2023-484,17-09-2024,78299.94,17-10-2024,,Pending,UPI,0
VEN485,Ho Inc,Logistics,INV-2023-485,11-05-2024,119250.87,10-06-2024,08-06-2024,Paid,Cheque,0
VEN486,Whitaker-Ball,Marketing,INV-2023-486,25-04-2024,7323.72,25-05-2024,23-05-2024,Paid,UPI,0
VEN487,Arellano-Cole,Marketing,INV-2023-487,10-08-2024,180178.12,09-09-2024,,Overdue,Cheque,185
VEN488,Gonzalez-Fischer,Restaurant Partners,INV-2023-488,02-11-2024,35132.27,02-12-2024,,Overdue,UPI,101
VEN489,"Wilson, Smith and Bell",Logistics,INV-2023-489,22-04-2024,166541.6,22-05-2024,,Overdue,UPI,295
VEN490,Wells-Walker,Marketing,INV-2023-490,04-07-2024,24887.26,03-08-2024,03-08-2024,Paid,UPI,0
VEN491,"Osborne, Valdez and Collier",Marketing,INV-2023-491,14-05-2024,160775.7,13-06-2024,18-06-2024,Paid,Bank Transfer,0
VEN492,"Martin, Bell and Bennett",Logistics,INV-2023-492,22-03-2024,169015.35,21-04-2024,,Pending,Cheque,0
VEN493,Smith-Hoover,Marketing,INV-2023-493,06-03-2025,164558.8,05-04-2025,31-03-2025,Paid,Bank Transfer,0
VEN494,Potter-Clay,Marketing,INV-2023-494,21-02-2025,130372.54,23-03-2025,,Overdue,Cheque,-10
VEN495,"Moore, Guerra and Carpenter",Packaging,INV-2023-495,03-11-2024,24399.83,03-12-2024,,Pending,UPI,0
VEN496,"Harris, Stone and Armstrong",Packaging,INV-2023-496,12-04-2024,179573.46,12-05-2024,12-05-2024,Paid,Cheque,0
VEN497,Burton and Sons,Marketing,INV-2023-497,28-06-2024,183271.71,28-07-2024,02-08-2024,Paid,Bank Transfer,0
VEN498,Mcintyre LLC,Marketing,INV-2023-498,06-08-2024,174883.69,05-09-2024,05-09-2024,Paid,Bank Transfer,0
VEN499,Kelley Group,Marketing,INV-2023-499,13-01-2025,184727.95,12-02-2025,,Overdue,Cheque,29
VEN500,Gonzalez-Weaver,Marketing,INV-2023-500,21-06-2024,124995.25,21-07-2024,,Overdue,Cheque,235
VEN501,Gray-Barnes,Restaurant Partners,INV-2023-501,13-10-2024,161843.98,12-11-2024,,Overdue,UPI,121
VEN502,"Reyes, Cooper and Smith",Marketing,INV-2023-502,04-09-2024,175235.37,04-10-2024,,Overdue,Bank Transfer,160
VEN503,Davenport-Saunders,Logistics,INV-2023-503,22-08-2024,79744.69,21-09-2024,21-09-2024,Paid,Bank Transfer,0
VEN504,Kelly Ltd,Marketing,INV-2023-504,05-08-2024,173529.18,04-09-2024,04-09-2024,Paid,Bank Transfer,0
VEN505,Wells-Taylor,Marketing,INV-2023-505,10-07-2024,192789.17,09-08-2024,,Overdue,UPI,216
VEN506,Hahn and Sons,Packaging,INV-2023-506,10-03-2025,197441.38,09-04-2025,,Pending,UPI,0
VEN507,Mclaughlin and Sons,Packaging,INV-2023-507,27-07-2024,104319,26-08-2024,31-08-2024,Paid,Cheque,0
VEN508,Roberts-Burns,Logistics,INV-2023-508,25-06-2024,155515.64,25-07-2024,,Overdue,Bank Transfer,231
VEN509,Stewart Inc,Restaurant Partners,INV-2023-509,16-04-2024,41345.56,16-05-2024,,Pending,Cheque,0
VEN510,Roberts Ltd,Logistics,INV-2023-510,05-09-2024,143800.95,05-10-2024,,Pending,Bank Transfer,0
VEN511,Carter-Moore,Restaurant Partners,INV-2023-511,20-03-2024,37282.91,19-04-2024,,Pending,Cheque,0
VEN512,Newman-Kelly,Restaurant Partners,INV-2023-512,13-04-2024,51472.11,13-05-2024,,Pending,UPI,0
VEN513,"Brown, Vega and Saunders",Restaurant Partners,INV-2023-513,13-11-2024,117193.4,13-12-2024,,Overdue,UPI,90
VEN514,Holmes Inc,Restaurant Partners,INV-2023-514,12-12-2024,68599.22,11-01-2025,,Pending,UPI,0
VEN515,Mendez-Ferguson,Marketing,INV-2023-515,28-12-2024,146778.87,27-01-2025,,Overdue,UPI,45
VEN516,"Thompson, Williams and Robinson",Logistics,INV-2023-516,15-04-2024,107433.12,15-05-2024,,Overdue,UPI,302
VEN517,"Johnson, Stephenson and Evans",Packaging,INV-2023-517,01-04-2024,151480,01-05-2024,,Overdue,UPI,316
VEN518,Beck-Robinson,Marketing,INV-2023-518,30-07-2024,38008.2,29-08-2024,,Overdue,UPI,196
VEN519,Jones Ltd,Logistics,INV-2023-519,17-05-2024,59289.2,16-06-2024,14-06-2024,Paid,Bank Transfer,0
VEN520,"Anderson, Kidd and Leon",Logistics,INV-2023-520,18-09-2024,30260.22,18-10-2024,,Overdue,Bank Transfer,146
VEN521,Erickson-Figueroa,Logistics,INV-2023-521,13-04-2024,72192.95,13-05-2024,,Overdue,Bank Transfer,304
VEN522,Garcia-Robles,Logistics,INV-2023-522,21-02-2025,133205.84,23-03-2025,,Pending,Cheque,0
VEN523,"Cooper, Evans and Berger",Packaging,INV-2023-523,28-09-2024,64184.72,28-10-2024,07-11-2024,Paid,UPI,0
VEN524,"Miles, Hansen and Hobbs",Marketing,INV-2023-524,22-12-2024,121269.91,21-01-2025,,Overdue,UPI,51
VEN525,"Lee, Harris and Church",Marketing,INV-2023-525,15-04-2024,120289.8,15-05-2024,,Overdue,Cheque,302
VEN526,Carr-Russell,Logistics,INV-2023-526,07-09-2024,141500.72,07-10-2024,17-10-2024,Paid,UPI,0
VEN527,Brown-Castillo,Logistics,INV-2023-527,20-03-2024,184308.22,19-04-2024,,Pending,Bank Transfer,0
VEN528,"Johnson, Rojas and Butler",Marketing,INV-2023-528,18-04-2024,68297.02,18-05-2024,18-05-2024,Paid,Cheque,0
VEN529,"Kidd, Travis and Miranda",Restaurant Partners,INV-2023-529,07-03-2025,78261.77,06-04-2025,16-04-2025,Paid,UPI,0
VEN530,Grant-Fry,Marketing,INV-2023-530,04-02-2025,159988.68,06-03-2025,,Overdue,Cheque,7
VEN531,Montes-Kelley,Logistics,INV-2023-531,23-02-2025,25638.6,25-03-2025,,Overdue,Cheque,-12
VEN532,Williams LLC,Restaurant Partners,INV-2023-532,30-01-2025,180858.66,01-03-2025,06-03-2025,Paid,Cheque,0
VEN533,"James, Hernandez and Mueller",Packaging,INV-2023-533,13-10-2024,72515.06,12-11-2024,22-11-2024,Paid,Cheque,0
VEN534,"Willis, Floyd and Hull",Logistics,INV-2023-534,11-07-2024,162086.4,10-08-2024,,Overdue,Bank Transfer,215
VEN535,Stewart LLC,Marketing,INV-2023-535,19-10-2024,85607.64,18-11-2024,,Overdue,Cheque,115
VEN536,Evans-Graham,Packaging,INV-2023-536,09-03-2025,90220.1,08-04-2025,,Pending,Cheque,0
VEN537,"Thompson, Perry and Patel",Marketing,INV-2023-537,04-04-2024,16812.85,04-05-2024,,Overdue,Bank Transfer,313
VEN538,Chang Ltd,Marketing,INV-2023-538,01-08-2024,91163.84,31-08-2024,31-08-2024,Paid,Bank Transfer,0
VEN539,Lutz and Sons,Logistics,INV-2023-539,20-03-2024,119116.39,19-04-2024,24-04-2024,Paid,Cheque,0
VEN540,Delacruz-Ford,Marketing,INV-2023-540,08-11-2024,13955.72,08-12-2024,,Overdue,Bank Transfer,95
VEN541,Thomas Group,Marketing,INV-2023-541,15-10-2024,36061.66,14-11-2024,,Pending,UPI,0
VEN542,Lopez-Mccoy,Marketing,INV-2023-542,08-12-2024,184276.92,07-01-2025,07-01-2025,Paid,Cheque,0
VEN543,Moore Group,Logistics,INV-2023-543,13-12-2024,185364.54,12-01-2025,,Overdue,UPI,60
VEN544,Jackson-Collins,Logistics,INV-2023-544,02-09-2024,169459.17,02-10-2024,07-10-2024,Paid,Bank Transfer,0
VEN545,Callahan-Morse,Restaurant Partners,INV-2023-545,02-12-2024,174530.21,01-01-2025,,Pending,Cheque,0
VEN546,Cobb-Ferguson,Packaging,INV-2023-546,17-10-2024,176854.53,16-11-2024,,Pending,Cheque,0
VEN547,Vaughn-Massey,Marketing,INV-2023-547,11-07-2024,186239.66,10-08-2024,,Overdue,Bank Transfer,215
VEN548,Hubbard PLC,Packaging,INV-2023-548,21-03-2024,172296.82,20-04-2024,,Overdue,Bank Transfer,327
VEN549,"Clark, Anderson and Rogers",Packaging,INV-2023-549,07-06-2024,117562.7,07-07-2024,12-07-2024,Paid,Bank Transfer,0
VEN550,"Farmer, Larson and Rodriguez",Marketing,INV-2023-550,18-06-2024,37203.4,18-07-2024,23-07-2024,Paid,UPI,0
VEN551,"Barker, Williams and Potter",Restaurant Partners,INV-2023-551,02-02-2025,125623.11,04-03-2025,,Overdue,Bank Transfer,9
VEN552,"Cooke, Mckenzie and Russell",Packaging,INV-2023-552,02-11-2024,162172.46,02-12-2024,30-11-2024,Paid,Bank Transfer,0
VEN553,Simpson Inc,Marketing,INV-2023-553,09-10-2024,6224.85,08-11-2024,13-11-2024,Paid,Cheque,0
VEN554,York-Fuller,Marketing,INV-2023-554,30-08-2024,93653.07,29-09-2024,24-09-2024,Paid,UPI,0
VEN555,Gregory Ltd,Restaurant Partners,INV-2023-555,29-04-2024,71470.46,29-05-2024,,Pending,Bank Transfer,0
VEN556,"Spencer, Morris and Austin",Restaurant Partners,INV-2023-556,18-01-2025,6405.08,17-02-2025,17-02-2025,Paid,Cheque,0
VEN557,Williams-Harris,Marketing,INV-2023-557,22-07-2024,38086.56,21-08-2024,,Overdue,Cheque,204
VEN558,"Ray, Hernandez and Long",Marketing,INV-2023-558,06-08-2024,175269.87,05-09-2024,05-09-2024,Paid,Bank Transfer,0
VEN559,"Phillips, Ross and Fitzpatrick",Restaurant Partners,INV-2023-559,20-11-2024,179796.65,20-12-2024,,Pending,Bank Transfer,0
VEN560,"Graham, Davis and Moreno",Restaurant Partners,INV-2023-560,26-05-2024,193302.05,25-06-2024,25-06-2024,Paid,Cheque,0
VEN561,Rodriguez-Miller,Logistics,INV-2023-561,07-03-2025,151756.28,06-04-2025,,Pending,Bank Transfer,0
VEN562,"Williams, Davidson and Edwards",Packaging,INV-2023-562,19-03-2024,189902.31,18-04-2024,,Overdue,Cheque,329
VEN563,Osborne Group,Packaging,INV-2023-563,19-08-2024,155657.2,18-09-2024,,Pending,Cheque,0
VEN564,Moore Inc,Logistics,INV-2023-564,16-05-2024,109561.43,15-06-2024,,Pending,UPI,0
VEN565,Jones-Knight,Logistics,INV-2023-565,20-01-2025,7420.87,19-02-2025,,Overdue,Bank Transfer,22
VEN566,Mclaughlin-Smith,Restaurant Partners,INV-2023-566,15-04-2024,46280.94,15-05-2024,13-05-2024,Paid,Bank Transfer,0
VEN567,"Mendez, Phillips and Price",Marketing,INV-2023-567,09-11-2024,52097.51,09-12-2024,,Pending,UPI,0
VEN568,Patel-Simon,Marketing,INV-2023-568,21-04-2024,152051.16,21-05-2024,,Pending,Bank Transfer,0
VEN569,"Ortiz, Schmidt and Foley",Restaurant Partners,INV-2023-569,06-12-2024,98284.52,05-01-2025,,Overdue,UPI,67
VEN570,"Jones, Davis and Russell",Logistics,INV-2023-570,30-12-2024,85323.29,29-01-2025,08-02-2025,Paid,UPI,0
VEN571,Taylor-Green,Restaurant Partners,INV-2023-571,28-03-2024,190345.33,27-04-2024,,Overdue,UPI,320
VEN572,"Hughes, Green and Krause",Restaurant Partners,INV-2023-572,20-05-2024,72186.54,19-06-2024,,Overdue,UPI,267
VEN573,"Pugh, Murray and Davis",Restaurant Partners,INV-2023-573,18-09-2024,36495.42,18-10-2024,,Overdue,Bank Transfer,146
VEN574,"Nelson, Arnold and Williams",Marketing,INV-2023-574,09-11-2024,94408.45,09-12-2024,,Pending,Bank Transfer,0
VEN575,"Arnold, Fischer and Weiss",Packaging,INV-2023-575,04-01-2025,185023.5,03-02-2025,,Pending,Bank Transfer,0
VEN576,"Simmons, Cummings and Wells",Packaging,INV-2023-576,05-07-2024,22524.86,04-08-2024,,Pending,Bank Transfer,0
VEN577,Glenn-Rodriguez,Marketing,INV-2023-577,15-08-2024,132947.64,14-09-2024,09-09-2024,Paid,Cheque,0
VEN578,Barry-Goodwin,Marketing,INV-2023-578,24-04-2024,50069.78,24-05-2024,29-05-2024,Paid,UPI,0
VEN579,"Downs, Williams and Blackwell",Marketing,INV-2023-579,25-01-2025,148902.44,24-02-2025,06-03-2025,Paid,Cheque,0
VEN580,Lane LLC,Logistics,INV-2023-580,10-02-2025,91494.3,12-03-2025,17-03-2025,Paid,Bank Transfer,0
VEN581,"Smith, Mcgrath and May",Marketing,INV-2023-581,02-01-2025,41073.4,01-02-2025,,Overdue,Cheque,40
VEN582,Price PLC,Logistics,INV-2023-582,11-02-2025,49179.23,13-03-2025,,Pending,UPI,0
VEN583,Griffith-Bruce,Packaging,INV-2023-583,09-06-2024,131596.6,09-07-2024,14-07-2024,Paid,Cheque,0
VEN584,Smith-Banks,Restaurant Partners,INV-2023-584,16-12-2024,122964.08,15-01-2025,10-01-2025,Paid,UPI,0
VEN585,Heath LLC,Restaurant Partners,INV-2023-585,19-09-2024,135490.68,19-10-2024,,Overdue,Cheque,145
VEN586,Erickson-Glass,Logistics,INV-2023-586,24-09-2024,100634.75,24-10-2024,03-11-2024,Paid,UPI,0
VEN587,Smith-Hansen,Marketing,INV-2023-587,28-05-2024,141778.5,27-06-2024,,Overdue,UPI,259
VEN588,"Brown, Trevino and Brooks",Packaging,INV-2023-588,03-02-2025,103956.52,05-03-2025,,Overdue,Cheque,8
VEN589,Keller-Garner,Restaurant Partners,INV-2023-589,05-10-2024,55192.48,04-11-2024,,Overdue,Bank Transfer,129
VEN590,Higgins Ltd,Logistics,INV-2023-590,28-09-2024,116694.67,28-10-2024,,Overdue,UPI,136
VEN591,"Williams, Griffith and Griffith",Marketing,INV-2023-591,21-12-2024,61714.86,20-01-2025,,Overdue,Cheque,52
VEN592,Mathis-Perez,Packaging,INV-2023-592,03-03-2025,161060.59,02-04-2025,,Overdue,UPI,-20
VEN593,Hall-Daniel,Packaging,INV-2023-593,29-05-2024,51279.56,28-06-2024,23-06-2024,Paid,UPI,0
VEN594,Diaz-Buchanan,Marketing,INV-2023-594,26-01-2025,99420.49,25-02-2025,20-02-2025,Paid,Bank Transfer,0
VEN595,Costa Inc,Marketing,INV-2023-595,12-06-2024,145696.07,12-07-2024,,Overdue,Bank Transfer,244
VEN596,Collins-Hebert,Marketing,INV-2023-596,11-03-2025,71148.74,10-04-2025,05-04-2025,Paid,Cheque,0
VEN597,Welch LLC,Marketing,INV-2023-597,24-05-2024,74283.34,23-06-2024,,Pending,Bank Transfer,0
VEN598,"Dean, Ruiz and Small",Restaurant Partners,INV-2023-598,07-02-2025,13293.48,09-03-2025,07-03-2025,Paid,Bank Transfer,0
VEN599,"Harmon, Harrington and Morris",Logistics,INV-2023-599,09-07-2024,146816.83,08-08-2024,03-08-2024,Paid,Bank Transfer,0
VEN600,Kelley and Sons,Marketing,INV-2023-600,04-12-2024,41019.14,03-01-2025,,Overdue,UPI,69
VEN601,Anderson Inc,Restaurant Partners,INV-2023-601,15-07-2024,140770.64,14-08-2024,,Pending,Cheque,0
VEN602,"Downs, Dixon and Carlson",Marketing,INV-2023-602,22-01-2025,194290.74,21-02-2025,,Overdue,UPI,20
VEN603,"Massey, Randall and Williams",Logistics,INV-2023-603,02-12-2024,16383.67,01-01-2025,27-12-2024,Paid,Cheque,0
VEN604,Smith Group,Logistics,INV-2023-604,22-07-2024,191211.71,21-08-2024,31-08-2024,Paid,Cheque,0
VEN605,"Moore, Perez and Thomas",Restaurant Partners,INV-2023-605,08-01-2025,20473.96,07-02-2025,02-02-2025,Paid,Bank Transfer,0
VEN606,Ortega Inc,Marketing,INV-2023-606,16-01-2025,119666.57,15-02-2025,,Overdue,Bank Transfer,26
VEN607,"Price, Garcia and Gross",Restaurant Partners,INV-2023-607,10-08-2024,158353.74,09-09-2024,,Overdue,Bank Transfer,185
VEN608,Miller and Sons,Restaurant Partners,INV-2023-608,08-02-2025,32376.74,10-03-2025,,Overdue,UPI,3
VEN609,"Bates, Clark and Mcfarland",Restaurant Partners,INV-2023-609,23-09-2024,169836.82,23-10-2024,18-10-2024,Paid,Cheque,0
VEN610,Cameron-Leblanc,Packaging,INV-2023-610,23-08-2024,179540.02,22-09-2024,,Overdue,Bank Transfer,172
VEN611,"Daniel, Huynh and Wilson",Packaging,INV-2023-611,12-03-2025,182390.9,11-04-2025,11-04-2025,Paid,UPI,0
VEN612,"Haas, Nelson and Miller",Marketing,INV-2023-612,17-04-2024,7603.68,17-05-2024,,Overdue,Cheque,300
VEN613,Williams-Young,Packaging,INV-2023-613,28-08-2024,8588.2,27-09-2024,,Pending,Bank Transfer,0
VEN614,Holmes-Zuniga,Logistics,INV-2023-614,11-08-2024,117134.36,10-09-2024,,Overdue,UPI,184
VEN615,"Frank, Baxter and Lewis",Marketing,INV-2023-615,23-12-2024,91606.95,22-01-2025,,Pending,Bank Transfer,0
VEN616,Stephens-Gomez,Logistics,INV-2023-616,08-09-2024,43326.72,08-10-2024,,Overdue,Cheque,156
VEN617,Beasley and Sons,Packaging,INV-2023-617,31-03-2024,35902.38,30-04-2024,,Pending,Bank Transfer,0
VEN618,Gonzales Inc,Restaurant Partners,INV-2023-618,11-03-2025,141521.26,10-04-2025,,Overdue,UPI,-28
VEN619,Fuentes LLC,Packaging,INV-2023-619,30-07-2024,116493.03,29-08-2024,,Overdue,Cheque,196
VEN620,Goodman Ltd,Logistics,INV-2023-620,17-02-2025,187034.25,19-03-2025,,Overdue,Bank Transfer,-6
VEN621,Stout-Wilson,Marketing,INV-2023-621,21-03-2024,193476.01,20-04-2024,20-04-2024,Paid,UPI,0
VEN622,"Murphy, Floyd and Mitchell",Marketing,INV-2023-622,28-10-2024,39051.5,27-11-2024,07-12-2024,Paid,UPI,0
VEN623,"Flores, Chavez and Sanders",Logistics,INV-2023-623,29-08-2024,142186.22,28-09-2024,,Pending,UPI,0
VEN624,Rodriguez Group,Marketing,INV-2023-624,06-12-2024,43846.79,05-01-2025,31-12-2024,Paid,Bank Transfer,0
VEN625,Lynn PLC,Marketing,INV-2023-625,11-09-2024,7062.32,11-10-2024,,Overdue,UPI,153
VEN626,Keller-Mccoy,Packaging,INV-2023-626,05-04-2024,134516.75,05-05-2024,,Pending,Cheque,0
VEN627,Perez-Martin,Marketing,INV-2023-627,10-01-2025,79695.77,09-02-2025,07-02-2025,Paid,Bank Transfer,0
VEN628,Santiago PLC,Marketing,INV-2023-628,24-09-2024,172947.18,24-10-2024,19-10-2024,Paid,Bank Transfer,0
VEN629,Little Inc,Restaurant Partners,INV-2023-629,13-10-2024,105323.28,12-11-2024,17-11-2024,Paid,UPI,0
VEN630,Perez and Sons,Restaurant Partners,INV-2023-630,12-12-2024,105319.54,11-01-2025,,Overdue,Cheque,61
VEN631,"Hamilton, Martin and Rodriguez",Restaurant Partners,INV-2023-631,14-08-2024,195907.56,13-09-2024,,Overdue,UPI,181
VEN632,Holland-Potter,Logistics,INV-2023-632,23-06-2024,199253.4,23-07-2024,28-07-2024,Paid,Bank Transfer,0
VEN633,Porter-Lopez,Marketing,INV-2023-633,26-07-2024,8494.19,25-08-2024,25-08-2024,Paid,Cheque,0
VEN634,Miller Ltd,Marketing,INV-2023-634,12-09-2024,96407.63,12-10-2024,,Pending,Bank Transfer,0
VEN635,"Miles, Johnson and Bowers",Logistics,INV-2023-635,20-09-2024,184497.69,20-10-2024,30-10-2024,Paid,Bank Transfer,0
VEN636,Lee-Fisher,Logistics,INV-2023-636,05-03-2025,83480.48,04-04-2025,,Pending,Cheque,0
VEN637,Brewer-Schwartz,Packaging,INV-2023-637,18-05-2024,49837.7,17-06-2024,27-06-2024,Paid,UPI,0
VEN638,Johnson-Martinez,Logistics,INV-2023-638,04-01-2025,79562.45,03-02-2025,,Pending,Bank Transfer,0
VEN639,"Spencer, Clark and Moore",Marketing,INV-2023-639,16-11-2024,102684.19,16-12-2024,14-12-2024,Paid,Bank Transfer,0
VEN640,"Walker, Hester and Kerr",Marketing,INV-2023-640,21-07-2024,91389.05,20-08-2024,,Pending,UPI,0
VEN641,"Ortega, Garcia and Williams",Packaging,INV-2023-641,13-10-2024,28658.69,12-11-2024,,Overdue,Cheque,121
VEN642,Bowen-Baker,Restaurant Partners,INV-2023-642,14-12-2024,93203.73,13-01-2025,,Pending,UPI,0
VEN643,"Gutierrez, Thompson and Mcguire",Restaurant Partners,INV-2023-643,27-11-2024,65270.57,27-12-2024,27-12-2024,Paid,Bank Transfer,0
VEN644,Fox and Sons,Marketing,INV-2023-644,22-12-2024,19550.32,21-01-2025,21-01-2025,Paid,Bank Transfer,0
VEN645,Hall-Schwartz,Restaurant Partners,INV-2023-645,21-12-2024,82086.19,20-01-2025,,Pending,Bank Transfer,0
VEN646,Reed and Sons,Packaging,INV-2023-646,16-08-2024,47204.88,15-09-2024,,Overdue,Bank Transfer,179
VEN647,"Berg, Elliott and Griffith",Marketing,INV-2023-647,31-05-2024,54374.23,30-06-2024,25-06-2024,Paid,UPI,0
VEN648,Miller-Chan,Logistics,INV-2023-648,18-11-2024,192595.26,18-12-2024,13-12-2024,Paid,UPI,0
VEN649,Evans-Gomez,Marketing,INV-2023-649,09-06-2024,189092.22,09-07-2024,,Overdue,UPI,247
VEN650,Miles and Sons,Logistics,INV-2023-650,04-03-2025,6460.75,03-04-2025,01-04-2025,Paid,UPI,0
VEN651,Williams Inc,Restaurant Partners,INV-2023-651,03-11-2024,26900.74,03-12-2024,,Pending,Cheque,0
VEN652,"Young, Nelson and Ponce",Marketing,INV-2023-652,17-01-2025,150609.05,16-02-2025,21-02-2025,Paid,Bank Transfer,0
